,Column Status,,,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
Complete,448,5,1,1,2,1,0,0,0,2,3,2,8,7,12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,428,Battle,441,Preparation,432,Win,421,Loss,454,Battle
Complete,449,5,0,2,2,1,0,0,0,2,2,1,8,6,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,452,Preparation,456,Battle,463,Battle,447,Loss,437,Preparation
Complete,450,5,2,1,0,2,0,0,0,3,2,5,12,3,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,460,Loss,462,Win,433,Win,479,Loss,482,Preparation
Complete,451,5,3,1,0,1,0,0,0,4,3,9,16,5,12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,457,Win,447,Loss,431,Win,462,Win,504,Preparation
Complete,452,5,0,0,2,3,0,0,0,0,2,0,0,4,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,449,Battle,439,Loss,460,Loss,457,Loss,429,Battle
Complete,453,5,0,2,2,1,0,0,0,2,2,2,8,5,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,444,Loss,459,Battle,423,Preparation,485,Preparation,468,Battle
Complete,454,5,1,2,0,2,0,0,0,3,1,7,12,1,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,459,Loss,440,Win,428,Preparation,487,Loss,448,Preparation
Complete,455,5,3,2,0,0,0,0,0,5,3,13,20,8,12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,429,Win,463,Preparation,457,Win,459,Win,489,Preparation
Complete,456,5,0,2,3,0,0,0,0,2,3,4,8,9,12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,439,Battle,449,Preparation,438,Battle,505,Battle,481,Preparation
Complete,457,5,3,0,0,2,0,0,0,3,3,5,12,6,12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,451,Loss,431,Win,455,Loss,452,Win,425,Win
Complete,458,5,0,0,1,4,0,0,0,0,1,0,0,2,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,422,Loss,426,Loss,462,Loss,470,Battle,474,Loss
Complete,459,5,3,1,0,1,0,0,0,4,3,7,16,5,12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,454,Win,453,Preparation,426,Win,455,Loss,471,Win
Complete,460,5,4,1,0,0,0,0,0,5,4,9,20,10,16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,450,Win,421,Win,452,Win,481,Preparation,473,Win
Complete,461,5,0,2,2,1,0,0,0,2,2,1,8,5,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,427,Battle,432,Preparation,445,Preparation,418,Loss,443,Battle
Complete,462,5,1,1,0,3,0,0,0,2,1,1,8,1,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,463,Loss,450,Loss,458,Win,451,Loss,432,Preparation
Complete,463,5,1,1,2,1,0,0,0,2,3,4,8,7,12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,462,Win,455,Battle,449,Preparation,435,Loss,466,Battle
Complete,464,5,2,1,0,2,0,0,0,3,2,4,12,6,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,469,Win,473,Loss,503,Win,499,Preparation,470,Loss
Complete,465,5,1,3,0,1,0,0,0,4,1,10,16,2,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,487,Loss,468,Win,491,Preparation,471,Preparation,420,Preparation
Complete,466,5,3,2,0,0,0,0,0,5,3,9,20,5,12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,499,Win,472,Win,467,Preparation,426,Win,463,Preparation
Complete,467,5,2,2,1,0,0,0,0,4,3,9,16,6,12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,472,Win,477,Preparation,466,Battle,476,Win,496,Preparation
Complete,468,5,1,2,1,1,0,0,0,3,2,6,12,6,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,491,Battle,465,Loss,500,Win,473,Preparation,453,Preparation
Complete,469,5,0,0,2,3,0,0,0,0,2,0,0,4,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,464,Loss,484,Loss,496,Battle,443,Battle,419,Loss
Complete,470,5,2,1,0,2,0,0,0,3,2,5,12,4,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,476,Loss,474,Loss,472,Win,458,Preparation,464,Win
Complete,471,5,0,1,3,1,0,0,0,1,3,0,4,8,12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,502,Battle,481,Battle,489,Preparation,465,Battle,459,Loss
Complete,472,5,2,0,0,3,0,0,0,2,2,1,8,3,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,467,Loss,466,Loss,470,Loss,480,Win,492,Win
Complete,473,5,1,0,2,2,0,0,0,1,3,3,4,7,12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,474,Battle,464,Win,481,Loss,468,Battle,460,Loss
Complete,474,5,2,2,1,0,0,0,0,4,3,7,16,6,12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,473,Preparation,470,Win,478,Battle,438,Preparation,458,Win
Complete,475,5,2,2,0,1,0,0,0,4,2,7,16,2,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,479,Loss,490,Win,488,Preparation,492,Preparation,431,Win
Complete,476,5,1,1,0,3,0,0,0,2,1,6,8,2,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,470,Win,497,Preparation,505,Loss,467,Loss,440,Loss
Complete,477,5,1,1,1,2,0,0,0,2,2,3,8,5,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,498,Loss,467,Battle,486,Preparation,504,Loss,499,Win
Complete,478,5,2,2,1,0,0,0,0,4,3,12,16,7,12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,501,Battle,482,Win,474,Preparation,436,Preparation,486,Win
Complete,479,5,4,1,0,0,0,0,0,5,4,12,20,6,16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,475,Win,501,Win,493,Win,450,Win,494,Preparation
Complete,480,5,0,0,1,4,0,0,0,0,1,0,0,1,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,482,Loss,492,Loss,484,Loss,472,Loss,490,Battle
Complete,481,5,1,1,3,0,0,0,0,2,4,2,8,13,16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,497,Battle,471,Preparation,473,Win,460,Battle,456,Battle
Complete,482,5,3,0,1,1,0,0,0,3,4,5,12,7,16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,480,Win,478,Loss,501,Win,419,Win,450,Battle
Complete,483,5,1,2,1,1,0,0,0,3,2,4,12,3,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,493,Preparation,505,Loss,485,Preparation,440,Battle,495,Win
Complete,484,5,3,0,0,2,0,0,0,3,3,2,12,4,12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,504,Loss,469,Win,480,Win,501,Win,427,Loss
Complete,485,5,0,0,3,2,0,0,0,0,3,0,0,6,12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,495,Battle,503,Loss,483,Battle,453,Battle,430,Loss
Complete,486,5,1,2,1,1,0,0,0,3,2,8,12,4,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,496,Win,488,Preparation,477,Battle,502,Preparation,478,Loss
Complete,487,5,4,0,1,0,0,0,0,4,5,8,16,8,20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,465,Win,489,Win,492,Win,454,Win,493,Battle
Complete,488,5,2,0,2,1,0,0,0,2,4,4,8,6,16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,490,Win,486,Battle,475,Battle,493,Win,502,Loss
Complete,489,5,0,0,3,2,0,0,0,0,3,0,0,9,12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,494,Battle,487,Loss,471,Battle,497,Loss,455,Battle
Complete,490,5,1,2,0,2,0,0,0,3,1,2,12,2,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,488,Loss,475,Loss,499,Preparation,442,Win,480,Preparation
Complete,491,5,2,2,1,0,0,0,0,4,3,6,16,4,12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,468,Preparation,493,Win,465,Battle,434,Win,424,Preparation
Complete,492,5,1,0,1,3,0,0,0,1,2,0,4,3,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,503,Loss,480,Win,487,Loss,475,Battle,472,Loss
Complete,493,5,0,1,1,3,0,0,0,1,1,4,4,2,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,483,Battle,491,Loss,479,Loss,488,Loss,487,Preparation
Complete,494,5,1,1,2,1,0,0,0,2,3,4,8,10,12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,489,Preparation,498,Win,497,Battle,446,Loss,479,Battle
Complete,495,5,2,1,0,2,0,0,0,3,2,3,12,5,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,485,Preparation,502,Win,498,Loss,433,Win,483,Loss
Complete,496,5,1,2,1,1,0,0,0,3,2,2,12,5,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,486,Loss,499,Win,469,Preparation,422,Preparation,467,Battle
Complete,497,5,1,2,2,0,0,0,0,3,3,4,12,5,12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,481,Preparation,476,Battle,494,Preparation,489,Win,423,Battle
Complete,498,5,3,1,0,1,0,0,0,4,3,10,16,6,12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,477,Win,494,Loss,495,Win,439,Win,435,Preparation
Complete,499,5,0,0,2,3,0,0,0,0,2,0,0,3,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,466,Loss,496,Loss,490,Battle,464,Battle,477,Loss
Complete,500,5,2,1,1,1,0,0,0,3,3,4,12,5,12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,505,Preparation,504,Battle,468,Loss,445,Win,426,Win
Complete,501,5,1,1,0,3,0,0,0,2,1,4,8,1,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,478,Preparation,479,Loss,482,Loss,484,Loss,445,Win
Complete,502,5,2,1,1,1,0,0,0,3,3,6,12,9,12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,471,Preparation,495,Loss,504,Win,486,Battle,488,Win
Complete,503,5,4,0,0,1,0,0,0,4,4,4,16,10,16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,492,Win,485,Win,464,Loss,437,Win,436,Win
Complete,504,5,2,1,1,1,0,0,0,3,3,8,12,8,12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,484,Win,500,Preparation,502,Loss,477,Win,451,Battle
Complete,505,5,2,1,2,0,0,0,0,3,4,7,12,9,16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,500,Battle,483,Win,476,Win,456,Preparation,447,Battle
Complete,506,5,1,0,1,3,0,0,0,1,2,0,3,3,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,512,Battle,545,Loss,534,Loss,577,Win,570,Loss
Complete,507,5,2,0,1,2,0,0,0,2,3,2,8,8,12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,517,Win,535,Loss,538,Battle,518,Win,561,Loss
Complete,508,5,0,0,1,4,0,0,0,0,1,0,0,1,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,523,Loss,539,Loss,536,Loss,521,Loss,564,Battle
Complete,509,5,1,1,2,1,0,0,0,2,3,4,7,5,11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,516,Battle,523,Battle,512,Preparation,511,Loss,546,Win
Complete,510,5,2,2,0,1,0,0,0,4,2,4,16,4,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,518,Preparation,544,Preparation,537,Win,517,Win,560,Loss
Complete,511,5,3,0,0,2,0,0,0,3,3,8,12,8,12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,524,Win,542,Loss,530,Loss,509,Win,545,Win
Complete,512,5,1,2,1,1,0,0,0,3,2,4,12,5,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,506,Preparation,537,Preparation,509,Battle,536,Loss,523,Win
Complete,513,5,2,0,2,1,0,0,0,2,4,4,7,5,15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,521,Win,522,Battle,544,Battle,533,Loss,573,Win
Complete,514,5,1,3,1,0,0,0,0,4,2,5,15,3,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,515,Preparation,526,Preparation,539,Preparation,553,Win,584,Battle
Complete,515,5,1,1,1,2,0,0,0,2,2,2,8,3,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,514,Battle,517,Preparation,541,Loss,520,Win,530,Loss
Complete,516,5,2,2,0,1,0,0,0,4,2,7,15,2,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,509,Preparation,531,Win,528,Preparation,575,Win,566,Loss
Complete,517,5,1,1,1,2,0,0,0,2,2,0,7,3,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,507,Loss,515,Battle,518,Preparation,510,Loss,565,Win
Complete,518,5,0,0,3,2,0,0,0,0,3,0,0,5,11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,510,Battle,530,Loss,517,Battle,507,Loss,549,Battle
Complete,519,5,1,0,3,1,0,0,0,1,4,0,4,8,14,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,520,Win,527,Battle,535,Loss,547,Battle,562,Battle
Complete,520,5,0,0,1,4,0,0,0,0,1,0,0,4,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,519,Loss,541,Battle,526,Loss,515,Loss,556,Loss
Complete,521,5,1,1,0,3,0,0,0,2,1,1,8,1,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,513,Loss,525,Loss,529,Preparation,508,Win,569,Loss
Complete,522,5,1,2,1,1,0,0,0,3,2,3,11,4,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,526,Preparation,513,Preparation,525,Battle,559,Win,552,Loss
Complete,523,5,2,1,0,2,0,0,0,3,2,3,11,2,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,508,Win,509,Preparation,543,Loss,546,Win,512,Loss
Complete,524,5,3,0,0,2,0,0,0,3,3,6,10,8,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,511,Loss,543,Win,540,Loss,556,Win,579,Win
Complete,525,5,2,2,0,1,0,0,0,4,2,8,15,4,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,541,Loss,521,Win,522,Preparation,549,Preparation,529,Win
Complete,526,5,1,0,3,1,0,0,0,1,4,0,4,8,15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,522,Battle,514,Battle,520,Win,550,Battle,527,Loss
Complete,527,5,2,1,1,1,0,0,0,3,3,6,12,11,12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,530,Win,519,Preparation,542,Battle,535,Loss,526,Win
Complete,528,5,2,0,2,1,0,0,0,2,4,4,8,9,15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,536,Win,533,Loss,516,Battle,558,Battle,539,Win
Complete,529,5,1,0,2,2,0,0,0,1,3,2,3,3,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,532,Battle,534,Loss,521,Battle,532,Win,525,Loss
Complete,530,5,4,0,0,1,0,0,0,4,4,7,15,10,15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,527,Loss,518,Win,511,Win,571,Win,515,Win
Complete,531,5,1,0,1,3,0,0,0,1,2,0,3,1,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,535,Loss,516,Loss,532,Loss,574,Win,575,Battle
Complete,532,5,1,1,0,3,0,0,0,2,1,2,8,2,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,529,Preparation,536,Loss,531,Win,529,Loss,557,Loss
Complete,533,5,3,0,0,2,0,0,0,3,3,4,12,10,12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,537,Win,528,Win,545,Loss,513,Win,541,Loss
Complete,534,5,3,1,0,1,0,0,0,4,3,7,15,6,11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,543,Loss,529,Win,506,Win,541,Preparation,553,Win
Complete,535,5,4,0,1,0,0,0,0,4,5,7,16,15,19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,531,Win,507,Win,519,Win,527,Win,576,Battle
Complete,536,5,3,0,0,2,0,0,0,3,3,5,12,4,12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,528,Loss,532,Win,508,Win,512,Win,587,Loss
Complete,537,5,0,0,2,3,0,0,0,0,2,0,0,3,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,533,Loss,512,Battle,510,Loss,557,Battle,583,Loss
Complete,538,5,2,1,1,1,0,0,0,3,3,7,11,7,11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,545,Battle,540,Win,507,Preparation,584,Win,550,Loss
Complete,539,5,1,0,1,3,0,0,0,1,2,0,4,3,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,540,Loss,508,Win,514,Battle,563,Loss,528,Loss
Complete,540,5,2,1,1,1,0,0,0,3,3,5,11,7,11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,539,Win,538,Loss,524,Win,548,Preparation,582,Battle
Complete,541,5,3,1,1,0,0,0,0,4,4,9,16,10,16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,525,Win,520,Preparation,515,Win,534,Battle,533,Win
Complete,542,5,3,1,0,1,0,0,0,4,3,11,15,6,11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,544,Win,511,Win,527,Preparation,576,Loss,547,Win
Complete,543,5,2,0,1,2,0,0,0,2,3,7,8,7,11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,534,Win,524,Loss,523,Win,583,Loss,558,Battle
Complete,544,5,0,2,1,2,0,0,0,2,1,3,7,2,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,542,Loss,510,Battle,513,Preparation,570,Loss,567,Preparation
Complete,545,5,2,1,0,2,0,0,0,3,2,7,12,5,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,538,Preparation,506,Win,533,Win,579,Loss,511,Loss
Complete,546,4,1,0,0,3,0,0,0,1,1,2,3,2,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,548,Loss,581,Win,523,Loss,509,Loss
Complete,547,4,2,1,0,1,0,0,0,3,2,4,10,4,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,556,Win,554,Win,519,Preparation,542,Loss
Complete,548,4,1,0,1,2,0,0,0,1,2,1,3,4,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,546,Win,571,Loss,540,Battle,554,Loss
Complete,549,4,0,2,1,1,0,0,0,2,1,3,7,2,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,566,Preparation,584,Loss,525,Battle,518,Preparation
Complete,550,4,2,1,1,0,0,0,0,3,3,5,11,7,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,554,Win,580,Battle,526,Preparation,538,Win
Complete,551,4,2,1,1,0,0,0,0,3,3,5,9,7,9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,559,Preparation,560,Win,585,Battle,563,Win
Complete,552,4,1,1,2,0,0,0,0,2,3,3,7,5,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,555,Preparation,553,Battle,587,Battle,522,Win
Complete,553,4,0,1,1,2,0,0,0,1,1,2,3,2,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,569,Battle,552,Preparation,514,Loss,534,Loss
Complete,554,4,1,0,1,2,0,0,0,1,2,1,3,4,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,550,Loss,547,Loss,580,Battle,548,Win
Complete,555,4,0,0,2,2,0,0,0,0,2,0,0,4,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,552,Battle,556,Loss,582,Loss,578,Battle
Complete,556,4,2,0,0,2,0,0,0,2,2,0,7,3,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,547,Loss,555,Win,524,Loss,520,Win
Complete,557,4,1,1,0,2,0,0,0,2,1,2,8,1,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,573,Loss,587,Loss,537,Preparation,532,Win
Complete,558,4,1,2,1,0,0,0,0,3,2,5,11,2,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,568,Battle,567,Win,528,Preparation,543,Preparation
Complete,559,4,0,0,2,2,0,0,0,0,2,0,0,4,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,551,Battle,561,Loss,522,Loss,568,Battle
Complete,560,4,3,0,0,1,0,0,0,3,3,8,10,5,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,563,Win,551,Loss,568,Win,510,Win
Complete,561,4,3,0,0,1,0,0,0,3,3,2,10,6,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,565,Win,559,Win,562,Loss,507,Win
Complete,562,4,2,1,0,1,0,0,0,3,2,5,10,4,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,578,Win,576,Loss,561,Win,519,Preparation
Complete,563,4,2,0,0,2,0,0,0,2,2,1,7,3,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,560,Loss,565,Win,539,Win,551,Loss
Complete,564,4,1,2,0,1,0,0,0,3,1,2,10,2,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,572,Loss,574,Preparation,581,Win,508,Preparation
Complete,565,4,0,0,1,3,0,0,0,0,1,0,0,1,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,561,Loss,563,Loss,567,Battle,517,Loss
Complete,566,4,2,1,1,0,0,0,0,3,3,8,10,4,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,549,Battle,579,Preparation,573,Win,516,Win
Complete,567,4,0,1,1,2,0,0,0,1,1,0,3,1,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,580,Loss,558,Loss,565,Preparation,544,Battle
Complete,568,4,0,2,1,1,0,0,0,2,1,3,6,2,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,558,Preparation,582,Battle,560,Loss,559,Preparation
Complete,569,4,2,1,0,1,0,0,0,3,2,4,10,2,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,553,Preparation,578,Win,572,Loss,521,Win
Complete,570,4,3,1,0,0,0,0,0,4,3,5,14,4,11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,584,Preparation,577,Win,544,Win,506,Win
Complete,571,4,2,0,0,2,0,0,0,2,2,3,6,5,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,583,Win,548,Win,530,Loss,572,Loss
Complete,572,4,3,0,0,1,0,0,0,3,3,8,9,5,9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,564,Win,586,Loss,569,Win,571,Win
Complete,573,4,1,1,0,2,0,0,0,2,1,4,6,1,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,557,Win,585,Preparation,566,Loss,513,Loss
Complete,574,4,0,0,1,3,0,0,0,0,1,0,0,1,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,581,Loss,564,Battle,531,Loss,581,Loss
Complete,575,4,0,2,0,2,0,0,0,2,0,3,7,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,582,Loss,583,Preparation,516,Loss,531,Preparation
Complete,576,4,3,1,0,0,0,0,0,4,3,14,14,6,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,586,Win,562,Win,542,Win,535,Preparation
Complete,577,4,0,0,1,3,0,0,0,0,1,0,0,1,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,579,Loss,570,Loss,506,Loss,586,Battle
Complete,578,4,0,1,1,2,0,0,0,1,1,0,3,1,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,562,Loss,569,Loss,586,Battle,555,Preparation
Complete,579,4,2,0,1,1,0,0,0,2,3,3,7,6,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,577,Win,566,Battle,545,Win,524,Loss
Complete,580,4,2,2,0,0,0,0,0,4,2,7,12,3,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,567,Win,550,Preparation,554,Preparation,585,Win
Complete,581,4,2,0,0,2,0,0,0,2,2,0,4,2,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,574,Win,546,Loss,564,Loss,574,Win
Complete,582,4,2,2,0,0,0,0,0,4,2,7,13,2,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,575,Win,568,Preparation,555,Win,540,Preparation
Complete,583,4,2,0,1,1,0,0,0,2,3,2,8,5,11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,571,Loss,575,Battle,543,Win,537,Win
Complete,584,4,1,1,1,1,0,0,0,2,2,6,7,4,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,570,Battle,549,Win,538,Loss,514,Preparation
Complete,585,4,1,1,1,1,0,0,0,2,2,6,6,3,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,587,Win,573,Battle,551,Preparation,580,Loss
Complete,586,4,1,2,0,1,0,0,0,3,1,4,9,3,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,576,Loss,572,Win,578,Preparation,577,Preparation
Complete,587,4,2,1,0,1,0,0,0,3,2,7,10,4,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,585,Loss,557,Win,552,Preparation,536,Win
Complete,588,4,1,1,0,2,0,0,0,2,1,2,6,1,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,591,Preparation,594,Win,623,Loss,661,Loss
Complete,589,4,2,1,0,1,0,0,0,3,2,2,9,3,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,597,Win,591,Preparation,653,Win,623,Loss
Complete,590,3,1,0,0,2,1,0,0,1,1,0,2,0,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,593,Loss,N/A,Bye,616,Win,630,Loss
Complete,591,4,0,0,2,2,0,0,0,0,2,0,0,3,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,588,Battle,589,Battle,652,Loss,606,Loss
Complete,592,4,2,0,0,2,0,0,0,2,2,4,6,3,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,610,Win,598,Win,665,Loss,656,Loss
